New York Bus (NYBus) cycle		
Source: West Virginia University		
		
DieselNet.com, 2003.07		
https://dieselnet.com/standards/cycles/nybus.php		
		
Time	Speed	
s	mph	
		
531.5	0	0
531.6	0	0
531.7	0	0
531.8	0	0
531.9	0	0
532	0	0
532.1	0	0
532.2	0	0
532.3	0	0
532.4	0	0
532.5	0	0
532.6	0	0
532.7	0	0
532.8	0	0
532.9	0	0
533	0	0
533.1	0	0
533.2	0	0
533.3	0	0
533.4	0	0
533.5	0	0
533.6	0	0
533.7	0	0
533.8	0	0
533.9	0	0
534	0	0
534.1	0	0
534.2	0	0
534.3	0	0
534.4	0	0
534.5	0	0
534.6	0	0
534.7	0	0
534.8	0	0
534.9	0	0
535	0	0
535.1	0	0
535.2	0	0
535.3	0	0
535.4	0	0
535.5	0	0
535.6	0	0
535.7	0	0
535.8	0	0
535.9	0	0
536	0	0
536.1	0	0
536.2	0	0
536.3	0	0
536.4	0	0
536.5	0	0
536.6	0	0
536.7	0	0
536.8	0	0
536.9	0	0
537	0	0
537.1	0	0
537.2	0	0
537.3	0	0
537.4	0	0
537.5	0	0
537.6	0	0
537.7	0	0
537.8	0	0
537.9	0	0
538	0	0
538.1	0	0
538.2	0	0
538.3	0	0
538.4	0	0
538.5	0	0
538.6	0	0
538.7	0	0
538.8	0	0
538.9	0	0
539	0	0
539.1	0	0
539.2	0	0
539.3	0	0
539.4	0	0
539.5	0	0
539.6	0	0
539.7	0	0
539.8	0	0
539.9	0	0
540	0	0
540.1	0	0
540.2	0	0
540.3	0	0
540.4	0	0
540.5	0	0
540.6	0	0
540.7	0	0
540.8	0	0
540.9	0	0
541	0	0
541.1	0	0
541.2	0	0
541.3	0	0
541.4	0	0
541.5	0	0
541.6	0	0
541.7	0	0
541.8	0	0
541.9	0	0
542	0	0
542.1	0	0
542.2	0	0
542.3	0	0
542.4	0	0
542.5	0	0
542.6	0	0
542.7	0	0
542.8	0	0
542.9	0	0
543	0	0
543.1	0	0
543.2	0	0
543.3	0	0
543.4	0	0
543.5	0	0
543.6	0	0
543.7	0	0
543.8	0	0
543.9	0	0
544	0	0
544.1	0	0
544.2	0	0
544.3	0	0
544.4	0	0
544.5	0	0
544.6	0	0
544.7	0	0
544.8	0	0
544.9	0	0
545	0	0
545.1	0	0
545.2	0	0
545.3	0	0
545.4	0	0
545.5	0	0
545.6	0	0
545.7	0	0
545.8	0	0
545.9	0	0
546	0	0
546.1	0	0
546.2	0	0
546.3	0	0
546.4	0	0
546.5	0	0
546.6	0	0
546.7	0	0
546.8	0	0
546.9	0	0
547	0	0
547.1	0	0
547.2	0	0
547.3	0	0
547.4	0	0
547.5	0	0
547.6	0	0
547.7	0	0
547.8	0	0
547.9	0	0
548	0	0
548.1	0	0
548.2	0	0
548.3	0	0
548.4	0	0
548.5	0	0
548.6	0	0
548.7	0	0
548.8	0	0
548.9	0	0
549	0	0
549.1	0	0
549.2	0	0
549.3	0	0
549.4	0	0
549.5	0	0
549.6	0	0
549.7	0	0
549.8	0	0
549.9	0	0
550	0	0
550.1	0	0
550.2	0	0
550.3	0	0
550.4	0	0
550.5	0	0
550.6	0	0
550.7	0	0
550.8	0	0
550.9	0	0
551	0	0
551.1	0	0
551.2	0	0
551.3	0	0
551.4	0	0
551.5	0	0
551.6	0	0
551.7	0	0
551.8	0	0
551.9	0	0
552	0	0
552.1	0	0
552.2	0	0
552.3	0	0
552.4	0	0
552.5	0	0
552.6	0	0
552.7	0	0
552.8	0	0
552.9	0	0
553	0	0
553.1	0	0
553.2	0	0
553.3	0	0
553.4	0	0
553.5	0	0
553.6	0	0
553.7	0	0
553.8	0	0
553.9	0	0
554	0	0
554.1	0	0
554.2	0	0
554.3	0	0
554.4	0	0
554.5	0	0
554.6	0	0
554.7	0	0
554.8	0	0
554.9	0	0
555	0	0
555.1	0.5	0,5
555.2	1	1
555.3	1.4	1,4
555.4	1.9	1,9
555.5	2.4	2,4
555.6	2.9	2,9
555.7	3.4	3,4
555.8	3.8	3,8
555.9	4.3	4,3
556	4.8	4,8
556.1	5.3	5,3
556.2	5.8	5,8
556.3	6.2	6,2
556.4	6.7	6,7
556.5	7.2	7,2
556.6	7.7	7,7
556.7	8.2	8,2
556.8	8.6	8,6
556.9	9.1	9,1
557	9.6	9,6
557.1	9.7	9,7
557.2	9.9	9,9
557.3	10	10
557.4	10.2	10,2
557.5	10.3	10,3
557.6	10.4	10,4
557.7	10.6	10,6
557.8	10.7	10,7
557.9	10.9	10,9
558	11	11
558.1	11	11
558.2	11	11
558.3	10.9	10,9
558.4	10.9	10,9
558.5	10.9	10,9
558.6	10.9	10,9
558.7	10.9	10,9
558.8	10.8	10,8
558.9	10.8	10,8
559	10.8	10,8
559.1	10.7	10,7
559.2	10.7	10,7
559.3	10.6	10,6
559.4	10.6	10,6
559.5	10.5	10,5
559.6	10.4	10,4
559.7	10.4	10,4
559.8	10.3	10,3
559.9	10.3	10,3
560	10.2	10,2
560.1	10.1	10,1
560.2	10.1	10,1
560.3	10	10
560.4	10	10
560.5	9.9	9,9
560.6	9.8	9,8
560.7	9.8	9,8
560.8	9.7	9,7
560.9	9.7	9,7
561	9.6	9,6
561.1	9.6	9,6
561.2	9.5	9,5
561.3	9.5	9,5
561.4	9.4	9,4
561.5	9.4	9,4
561.6	9.4	9,4
561.7	9.3	9,3
561.8	9.3	9,3
561.9	9.2	9,2
562	9.2	9,2
562.1	9.2	9,2
562.2	9.2	9,2
562.3	9.3	9,3
562.4	9.3	9,3
562.5	9.3	9,3
562.6	9.3	9,3
562.7	9.3	9,3
562.8	9.4	9,4
562.9	9.4	9,4
563	9.4	9,4
563.1	9.6	9,6
563.2	9.8	9,8
563.3	10	10
563.4	10.2	10,2
563.5	10.4	10,4
563.6	10.6	10,6
563.7	10.8	10,8
563.8	11	11
563.9	11.2	11,2
564	11.4	11,4
564.1	11.6	11,6
564.2	11.7	11,7
564.3	11.9	11,9
564.4	12	12
564.5	12.2	12,2
564.6	12.4	12,4
564.7	12.5	12,5
564.8	12.7	12,7
564.9	12.8	12,8
565	13	13
565.1	12.9	12,9
565.2	12.9	12,9
565.3	12.8	12,8
565.4	12.8	12,8
565.5	12.7	12,7
565.6	12.6	12,6
565.7	12.6	12,6
565.8	12.5	12,5
565.9	12.5	12,5
566	12.4	12,4
566.1	11.9	11,9
566.2	11.5	11,5
566.3	11	11
566.4	10.6	10,6
566.5	10.1	10,1
566.6	9.6	9,6
566.7	9.2	9,2
566.8	8.7	8,7
566.9	8.3	8,3
567	7.8	7,8
567.1	7.4	7,4
567.2	7.1	7,1
567.3	6.7	6,7
567.4	6.4	6,4
567.5	6	6
567.6	5.6	5,6
567.7	5.3	5,3
567.8	4.9	4,9
567.9	4.6	4,6
568	4.2	4,2
568.1	4.1	4,1
568.2	4	4
568.3	3.8	3,8
568.4	3.7	3,7
568.5	3.6	3,6
568.6	3.5	3,5
568.7	3.4	3,4
568.8	3.2	3,2
568.9	3.1	3,1
569	3	3
569.1	2.9	2,9
569.2	2.9	2,9
569.3	2.8	2,8
569.4	2.8	2,8
569.5	2.7	2,7
569.6	2.6	2,6
569.7	2.6	2,6
569.8	2.5	2,5
569.9	2.5	2,5
570	2.4	2,4
570.1	2.2	2,2
570.2	2	2
570.3	1.9	1,9
570.4	1.7	1,7
570.5	1.5	1,5
570.6	1.3	1,3
570.7	1.1	1,1
570.8	1	1
570.9	0.8	0,8
571	0.6	0,6
571.1	0.5	0,5
571.2	0.5	0,5
571.3	0.4	0,4
571.4	0.4	0,4
571.5	0.3	0,3
571.6	0.2	0,2
571.7	0.2	0,2
571.8	0.1	0,1
571.9	0.1	0,1
572	0	0
572.1	0	0
572.2	0	0
572.3	0	0
572.4	0	0
572.5	0	0
572.6	0	0
572.7	0	0
572.8	0	0
572.9	0	0
573	0	0
573.1	0	0
573.2	0	0
573.3	0	0
573.4	0	0
573.5	0	0
573.6	0	0
573.7	0	0
573.8	0	0
573.9	0	0
574	0	0
574.1	0	0
574.2	0	0
574.3	0	0
574.4	0	0
574.5	0	0
574.6	0	0
574.7	0	0
574.8	0	0
574.9	0	0
575	0	0
575.1	0	0
575.2	0	0
575.3	0	0
575.4	0	0
575.5	0	0
575.6	0	0
575.7	0	0
575.8	0	0
575.9	0	0
576	0	0
576.1	0	0
576.2	0	0
576.3	0	0
576.4	0	0
576.5	0	0
576.6	0	0
576.7	0	0
576.8	0	0
576.9	0	0
577	0	0
577.1	0	0
577.2	0	0
577.3	0	0
577.4	0	0
577.5	0	0
577.6	0	0
577.7	0	0
577.8	0	0
577.9	0	0
578	0	0
578.1	0	0
578.2	0	0
578.3	0	0
578.4	0	0
578.5	0	0
578.6	0	0
578.7	0	0
578.8	0	0
578.9	0	0
579	0	0
579.1	0	0
579.2	0	0
579.3	0	0
579.4	0	0
579.5	0	0
579.6	0	0
579.7	0	0
579.8	0	0
579.9	0	0
580	0	0
580.1	0	0
580.2	0	0
580.3	0	0
580.4	0	0
580.5	0	0
580.6	0	0
580.7	0	0
580.8	0	0
580.9	0	0
581	0	0
581.1	0	0
581.2	0	0
581.3	0	0
581.4	0	0
581.5	0	0
581.6	0	0
581.7	0	0
581.8	0	0
581.9	0	0
582	0	0
582.1	0	0
582.2	0	0
582.3	0	0
582.4	0	0
582.5	0	0
582.6	0	0
582.7	0	0
582.8	0	0
582.9	0	0
583	0	0
583.1	0	0
583.2	0	0
583.3	0	0
583.4	0	0
583.5	0	0
583.6	0	0
583.7	0	0
583.8	0	0
583.9	0	0
584	0	0
584.1	0	0
584.2	0	0
584.3	0	0
584.4	0	0
584.5	0	0
584.6	0	0
584.7	0	0
584.8	0	0
584.9	0	0
585	0	0
585.1	0	0
585.2	0	0
585.3	0	0
585.4	0	0
585.5	0	0
585.6	0	0
585.7	0	0
585.8	0	0
585.9	0	0
586	0	0
586.1	0	0
586.2	0	0
586.3	0	0
586.4	0	0
586.5	0	0
586.6	0	0
586.7	0	0
586.8	0	0
586.9	0	0
587	0	0
587.1	0	0
587.2	0	0
587.3	0	0
587.4	0	0
587.5	0	0
587.6	0	0
587.7	0	0
587.8	0	0
587.9	0	0
588	0	0
588.1	0	0
588.2	0	0
588.3	0	0
588.4	0	0
588.5	0	0
588.6	0	0
588.7	0	0
588.8	0	0
588.9	0	0
589	0	0
589.1	0	0
589.2	0	0
589.3	0	0
589.4	0	0
589.5	0	0
589.6	0	0
589.7	0	0
589.8	0	0
589.9	0	0
590	0	0
590.1	0	0
590.2	0	0
590.3	0	0
590.4	0	0
590.5	0	0
590.6	0	0
590.7	0	0
590.8	0	0
590.9	0	0
591	0	0
591.1	0	0
591.2	0	0
591.3	0	0
591.4	0	0
591.5	0	0
591.6	0	0
591.7	0	0
591.8	0	0
591.9	0	0
592	0	0
592.1	0	0
592.2	0	0
592.3	0	0
592.4	0	0
592.5	0	0
592.6	0	0
592.7	0	0
592.8	0	0
592.9	0	0
593	0	0
593.1	0	0
593.2	0	0
593.3	0	0
593.4	0	0
593.5	0	0
593.6	0	0
593.7	0	0
593.8	0	0
593.9	0	0
594	0	0
594.1	0	0
594.2	0	0
594.3	0	0
594.4	0	0
594.5	0	0
594.6	0	0
594.7	0	0
594.8	0	0
594.9	0	0
595	0	0
595.1	0	0
595.2	0	0
595.3	0	0
595.4	0	0
595.5	0	0
595.6	0	0
595.7	0	0
595.8	0	0
595.9	0	0
596	0	0
596.1	0	0
596.2	0	0
596.3	0	0
596.4	0	0
596.5	0	0
596.6	0	0
596.7	0	0
596.8	0	0
596.9	0	0
597	0	0
597.1	0	0
597.2	0	0
597.3	0	0
597.4	0	0
597.5	0	0
597.6	0	0
597.7	0	0
597.8	0	0
597.9	0	0
598	0	0
598.1	0	0
598.2	0	0
598.3	0	0
598.4	0	0
598.5	0	0
598.6	0	0
598.7	0	0
598.8	0	0
598.9	0	0
599	0	0
599.1	0	0
599.2	0	0
599.3	0	0
599.4	0	0
599.5	0	0
599.6	0	0
599.7	0	0
599.8	0	0
599.9	0	0
600	0	0
